TEAM_ID_HOME,TEAM_ID_AWAY,FGM_HOME,FGA_HOME,FG_PCT_HOME,FG3M_HOME,FG3A_HOME,FG3_PCT_HOME,FTM_HOME,FTA_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,REB_HOME,AST_HOME,STL_HOME,BLK_HOME,TOV_HOME,PF_HOME,PLUS_MINUS_HOME,FGM_AWAY,FGA_AWAY,FG_PCT_AWAY,FG3M_AWAY,FG3A_AWAY,FG3_PCT_AWAY,FTM_AWAY,FTA_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,REB_AWAY,AST_AWAY,STL_AWAY,BLK_AWAY,TOV_AWAY,PF_AWAY,PLUS_MINUS_AWAY,PTS_PAINT_HOME,PTS_2ND_CHANCE_HOME,PTS_FB_HOME,LARGEST_LEAD_HOME,LEAD_CHANGES_HOME,TIMES_TIED_HOME,TEAM_TURNOVERS_HOME,TOTAL_TURNOVERS_HOME,TEAM_REBOUNDS_HOME,PTS_OFF_TO_HOME,PTS_PAINT_AWAY,PTS_2ND_CHANCE_AWAY,PTS_FB_AWAY,LARGEST_LEAD_AWAY,LEAD_CHANGES_AWAY,TIMES_TIED_AWAY,TEAM_TURNOVERS_AWAY,TOTAL_TURNOVERS_AWAY,TEAM_REBOUNDS_AWAY,PTS_OFF_TO_AWAY,ATTENDANCE,PTS_QTR1_HOME,PTS_QTR2_HOME,PTS_QTR3_HOME,PTS_QTR4_HOME,PTS_OT1_HOME,PTS_OT2_HOME,PTS_OT3_HOME,PTS_OT4_HOME,PTS_OT5_HOME,PTS_OT6_HOME,PTS_OT7_HOME,PTS_OT8_HOME,PTS_OT9_HOME,PTS_OT10_HOME,PTS_QTR1_AWAY,PTS_QTR2_AWAY,PTS_QTR3_AWAY,PTS_QTR4_AWAY,PTS_OT1_AWAY,PTS_OT2_AWAY,PTS_OT3_AWAY,PTS_OT4_AWAY,PTS_OT5_AWAY,PTS_OT6_AWAY,PTS_OT7_AWAY,PTS_OT8_AWAY,PTS_OT9_AWAY,PTS_OT10_AWAY,HOME_TEAM_WINS,HOME_TEAM_LOSSES,HOME_W
LAL,LAC,46,94,0.489,3,19,0.158,11,16,0.688,11,24,35,25,7,3,12,22,-15,42,86,0.488,9,32,0.281,28,34,0.824,15,34,49,23,7,6,16,21,15,70,15,23,0,0,0,0,12,7,14,58,26,12,18,0,0,3,16,12,18,18997,22,26,28,30,0,0,0,0,0,0,0,0,0,0,35,27,29,30,0,0,0,0,0,0,0,0,0,0,1,3,0
CHI,IND,43,85,0.506,18,39,0.462,15,15,1,7,33,40,31,6,4,15,20,12,43,93,0.462,7,22,0.318,14,20,0.7,11,32,43,22,10,6,10,15,-12,40,7,6,19,2,3,0,15,5,15,54,11,10,4,2,3,0,10,10,13,21178,37,27,22,33,0,0,0,0,0,0,0,0,0,0,27,25,25,30,0,0,0,0,0,0,0,0,0,0,1,3,1
MIA,BKN,30,89,0.337,3,26,0.115,24,31,0.774,12,31,43,12,9,3,11,18,-24,39,79,0.494,11,26,0.423,22,25,0.88,8,46,54,25,8,4,19,23,24,44,7,6,10,1,1,0,11,7,14,42,9,11,38,1,1,1,19,5,22,19600,20,19,21,27,0,0,0,0,0,0,0,0,0,0,24,35,36,16,0,0,0,0,0,0,0,0,0,0,1,3,0
SAC,PHX,37,80,0.463,8,23,0.348,19,23,0.826,8,29,37,23,6,2,9,23,-10,41,85,0.482,13,30,0.433,16,24,0.667,16,31,47,26,5,5,11,19,10,40,11,14,4,9,5,0,9,3,13,38,19,18,14,9,5,1,11,12,12,17583,25,21,37,18,0,0,0,0,0,0,0,0,0,0,35,20,33,23,0,0,0,0,0,0,0,0,0,0,1,3,0
WAS,HOU,47,88,0.534,18,36,0.5,9,12,0.75,10,35,45,23,12,5,18,15,18,38,89,0.427,14,48,0.292,13,16,0.813,8,27,35,15,11,2,14,13,-18,46,23,19,28,1,3,2,18,10,16,44,9,8,5,1,3,0,14,8,19,20356,27,32,28,34,0,0,0,0,0,0,0,0,0,0,23,25,30,25,0,0,0,0,0,0,0,0,0,0,1,1,1
TOR,ATL,46,105,0.438,13,37,0.351,6,8,0.75,19,32,51,22,9,15,12,22,13,38,88,0.432,9,24,0.375,13,20,0.65,14,34,48,21,6,7,18,15,-13,56,21,8,22,5,6,1,12,7,17,50,14,12,5,5,6,0,18,12,13,19800,30,32,26,23,0,0,0,0,0,0,0,0,0,0,22,25,22,29,0,0,0,0,0,0,0,0,0,0,4,0,1
OKC,MIL,38,83,0.458,7,25,0.28,12,20,0.6,10,35,45,16,5,5,13,19,-2,40,85,0.471,9,29,0.31,8,17,0.471,12,31,43,26,9,7,9,23,2,50,10,17,0,0,1,1,13,12,19,54,16,19,22,0,1,0,9,7,6,18203,18,26,23,28,0,0,0,0,0,0,0,0,0,0,38,20,15,24,0,0,0,0,0,0,0,0,0,0,1,1,0
NOP,DAL,42,85,0.494,8,31,0.258,28,32,0.875,4,27,31,28,8,6,8,19,-8,46,83,0.554,22,39,0.564,14,18,0.778,5,38,43,27,5,4,18,23,8,56,5,27,0,0,0,0,8,7,11,44,7,30,26,0,0,3,18,7,16,16878,21,39,41,19,0,0,0,0,0,0,0,0,0,0,36,41,32,19,0,0,0,0,0,0,0,0,0,0,3,1,0
GSW,MEM,50,85,0.588,18,33,0.545,23,25,0.92,7,31,38,37,3,6,10,17,13,49,94,0.521,15,21,0.714,15,22,0.682,13,25,38,29,6,0,8,22,-13,44,12,20,21,2,5,0,10,5,15,54,18,8,3,2,5,1,8,8,13,19596,40,38,38,25,0,0,0,0,0,0,0,0,0,0,38,29,31,30,0,0,0,0,0,0,0,0,0,0,2,1,1
ORL,MIA,44,81,0.543,12,27,0.444,11,15,0.733,9,28,37,31,2,9,12,20,-6,45,88,0.511,12,24,0.5,15,18,0.833,11,29,40,24,6,2,10,17,6,50,9,26,18,2,2,0,12,4,16,54,10,11,6,2,2,2,10,6,12,18846,32,34,26,19,0,0,0,0,0,0,0,0,0,0,21,29,36,31,0,0,0,0,0,0,0,0,0,0,2,2,0
DET,SAS,36,81,0.444,8,24,0.333,13,16,0.813,6,39,45,22,10,1,11,11,14,31,84,0.369,5,26,0.192,12,13,0.923,10,36,46,18,8,5,14,13,-14,40,6,13,19,0,0,0,11,5,12,38,14,4,0,0,0,0,14,6,14,19671,24,15,24,30,0,0,0,0,0,0,0,0,0,0,13,23,21,22,0,0,0,0,0,0,0,0,0,0,1,1,1
UTA,CLE,38,82,0.463,10,31,0.323,18,21,0.857,5,38,43,24,12,4,11,24,3,34,81,0.42,12,40,0.3,21,26,0.808,9,37,46,20,6,5,15,19,-3,52,2,8,15,4,0,0,11,5,11,38,16,9,14,4,0,0,15,5,12,18306,22,26,28,28,0,0,0,0,0,0,0,0,0,0,32,21,16,32,0,0,0,0,0,0,0,0,0,0,1,1,1
ATL,POR,40,89,0.449,14,30,0.467,10,15,0.667,13,32,45,29,12,3,13,16,15,36,85,0.424,7,25,0.28,10,13,0.769,15,31,46,19,9,8,20,18,-15,28,14,10,19,9,1,0,13,8,10,46,24,10,11,9,1,0,20,7,18,15877,24,22,26,32,0,0,0,0,0,0,0,0,0,0,23,29,17,20,0,0,0,0,0,0,0,0,0,0,1,1,1
DEN,PHI,35,87,0.402,7,32,0.219,25,34,0.735,10,38,48,18,10,9,13,12,-5,45,93,0.484,8,24,0.333,9,10,0.9,7,34,41,34,6,3,13,25,5,52,15,16,14,6,4,0,13,9,13,48,2,11,11,6,4,0,13,12,12,19599,29,32,19,22,0,0,0,0,0,0,0,0,0,0,31,27,25,24,0,0,0,0,0,0,0,0,0,0,0,2,0
NOP,NYK,38,84,0.452,6,26,0.231,21,27,0.778,4,44,48,24,3,5,10,19,-2,41,94,0.436,5,19,0.263,18,21,0.857,9,42,51,24,6,7,7,24,2,58,6,12,8,6,5,0,10,4,13,60,15,11,16,6,5,1,7,5,7,16947,21,24,33,25,0,0,0,0,0,0,0,0,0,0,28,28,23,26,0,0,0,0,0,0,0,0,0,0,1,1,0
PHX,PHI,37,88,0.42,10,27,0.37,26,34,0.765,12,23,35,18,9,4,16,29,-13,43,77,0.558,10,24,0.417,27,34,0.794,11,33,44,24,11,7,21,32,13,42,15,11,3,4,5,0,16,11,18,42,17,16,18,4,5,0,21,10,23,16983,32,17,40,21,0,0,0,0,0,0,0,0,0,0,38,25,29,31,0,0,0,0,0,0,0,0,0,0,1,1,0
BOS,BKN,39,79,0.494,14,33,0.424,16,25,0.64,8,42,50,21,7,8,17,22,3,39,95,0.411,11,36,0.306,16,19,0.842,11,34,45,25,5,4,11,19,-3,34,19,9,14,2,4,0,17,5,17,50,9,6,2,2,4,2,11,8,14,18624,38,23,21,26,0,0,0,0,0,0,0,0,0,0,28,31,17,29,0,0,0,0,0,0,0,0,0,0,4,0,1
LAC,CHA,36,76,0.474,10,28,0.357,24,27,0.889,6,36,42,24,9,5,17,21,8,36,93,0.387,11,33,0.333,15,19,0.789,15,32,47,23,10,3,17,21,-8,46,8,5,10,8,2,1,17,6,25,32,22,13,14,8,2,0,17,9,12,17348,29,13,33,31,0,0,0,0,0,0,0,0,0,0,22,30,14,32,0,0,0,0,0,0,0,0,0,0,1,1,1
HOU,LAL,49,106,0.462,18,52,0.346,32,39,0.821,15,28,43,29,7,9,12,33,6,53,105,0.505,10,25,0.4,26,37,0.703,15,39,54,31,6,4,16,32,-6,58,19,3,9,23,18,1,12,15,16,82,24,12,17,22,17,2,16,15,24,18179,44,21,25,32,11,15,0,0,0,0,0,0,0,0,37,35,29,21,11,9,0,0,0,0,0,0,0,0,3,1,1
IND,MIN,33,85,0.388,10,25,0.4,14,18,0.778,13,30,43,20,3,5,17,18,-17,41,86,0.477,4,19,0.211,21,25,0.84,13,31,44,20,11,8,8,20,17,36,16,8,0,0,0,1,17,11,21,58,17,19,29,0,0,1,8,7,7,17923,13,25,20,32,0,0,0,0,0,0,0,0,0,0,23,26,38,20,0,0,0,0,0,0,0,0,0,0,1,1,0
SAC,MEM,37,86,0.43,9,24,0.375,13,25,0.52,12,30,42,20,6,2,16,21,-18,41,76,0.539,14,30,0.467,18,24,0.75,6,38,44,22,11,8,16,21,18,36,7,15,3,1,2,0,16,8,16,38,4,7,33,1,2,0,16,8,13,17583,22,24,17,33,0,0,0,0,0,0,0,0,0,0,36,28,26,24,0,0,0,0,0,0,0,0,0,0,1,2,0
WAS,CHI,43,93,0.462,16,36,0.444,12,17,0.706,12,35,47,27,6,8,10,24,4,42,92,0.457,8,35,0.229,18,22,0.818,10,36,46,24,6,1,12,22,-4,46,19,10,4,9,9,0,10,8,10,50,14,14,12,8,9,0,12,8,15,20356,30,29,24,31,0,0,0,0,0,0,0,0,0,0,38,25,26,21,0,0,0,0,0,0,0,0,0,0,2,1,1
OKC,DAL,43,89,0.483,10,32,0.313,17,23,0.739,11,34,45,18,4,4,11,20,-3,46,89,0.517,15,34,0.441,9,14,0.643,8,28,36,26,5,5,8,18,3,34,16,15,6,21,10,0,11,11,8,46,16,0,6,21,10,1,8,8,11,18203,32,31,22,28,0,0,0,0,0,0,0,0,0,0,35,22,27,32,0,0,0,0,0,0,0,0,0,0,2,2,0
CHI,POR,45,104,0.433,11,27,0.407,19,23,0.826,15,43,58,28,5,7,12,21,-4,47,108,0.435,14,33,0.424,16,18,0.889,12,38,50,25,7,5,8,16,4,44,21,16,7,8,8,0,12,9,13,48,15,4,10,8,8,0,8,9,13,20860,23,30,34,25,8,0,0,0,0,0,0,0,0,0,31,21,31,29,12,0,0,0,0,0,0,0,0,0,0,2,0
BKN,ORL,36,82,0.439,9,25,0.36,17,23,0.739,10,42,52,17,7,10,13,22,3,35,96,0.365,6,31,0.194,19,25,0.76,19,33,52,16,5,5,12,18,-3,48,15,5,3,13,15,0,13,7,12,46,19,6,8,13,15,0,12,8,9,16164,22,25,24,27,0,0,0,0,0,0,0,0,0,0,27,21,22,25,0,0,0,0,0,0,0,0,0,0,3,1,1
MIN,LAL,40,81,0.494,7,20,0.35,27,30,0.9,7,34,41,26,14,5,17,24,18,34,76,0.447,8,26,0.308,20,29,0.69,9,28,37,18,12,4,24,25,-18,48,14,13,20,0,0,0,17,6,20,40,12,15,0,0,0,0,24,11,29,18978,30,30,31,23,0,0,0,0,0,0,0,0,0,0,18,30,28,20,0,0,0,0,0,0,0,0,0,0,4,0,1
TOR,MIL,45,91,0.495,14,33,0.424,27,33,0.818,6,34,40,25,8,8,13,20,4,44,93,0.473,13,27,0.481,26,28,0.929,10,33,43,27,9,3,15,23,-4,48,13,5,11,12,10,1,13,9,16,52,12,16,4,12,10,1,15,11,13,19800,35,25,28,26,17,0,0,0,0,0,0,0,0,0,30,26,28,30,13,0,0,0,0,0,0,0,0,0,2,1,1
NYK,SAS,35,87,0.402,7,22,0.318,14,18,0.778,12,38,50,21,5,7,14,23,-9,31,82,0.378,10,27,0.37,28,34,0.824,14,36,50,18,11,5,8,17,9,42,14,6,9,14,5,0,14,8,22,32,13,4,16,14,5,0,8,5,13,19812,29,20,18,24,0,0,0,0,0,0,0,0,0,0,25,27,29,19,0,0,0,0,0,0,0,0,0,0,0,2,0
PHX,ATL,39,77,0.506,7,22,0.318,19,26,0.731,11,36,47,24,7,4,22,22,1,36,87,0.414,10,31,0.323,21,25,0.84,17,23,40,18,11,3,16,22,-1,46,8,17,3,10,5,1,22,8,23,34,18,13,14,10,5,0,16,5,12,15921,19,30,24,31,0,0,0,0,0,0,0,0,0,0,27,21,32,23,0,0,0,0,0,0,0,0,0,0,1,1,1
LAC,MEM,39,71,0.549,9,23,0.391,26,31,0.839,4,30,34,23,5,3,19,24,8,38,79,0.481,8,26,0.308,21,33,0.636,10,28,38,18,10,2,14,29,-8,46,0,16,11,8,9,0,19,9,22,46,14,13,7,8,9,0,14,9,15,15711,34,33,19,27,0,0,0,0,0,0,0,0,0,0,31,31,22,21,0,0,0,0,0,0,0,0,0,0,2,2,1
CLE,POR,43,83,0.518,13,32,0.406,28,37,0.757,8,32,40,28,11,4,10,17,17,42,90,0.467,13,32,0.406,13,19,0.684,13,30,43,25,5,5,15,29,-17,34,8,18,19,17,14,0,10,12,13,32,21,3,10,17,14,0,15,8,25,20562,28,25,38,36,0,0,0,0,0,0,0,0,0,0,28,28,31,23,0,0,0,0,0,0,0,0,0,0,1,1,1
SAC,CHA,45,87,0.517,7,17,0.412,14,18,0.778,16,31,47,22,1,2,15,19,-20,51,89,0.573,15,32,0.469,14,18,0.778,5,25,30,25,7,3,3,14,20,52,16,3,1,2,1,0,15,6,20,50,13,15,25,2,1,0,3,5,5,17583,25,27,29,30,0,0,0,0,0,0,0,0,0,0,32,40,28,31,0,0,0,0,0,0,0,0,0,0,0,2,0
PHI,SAS,36,80,0.45,7,22,0.318,33,43,0.767,13,32,45,23,10,5,13,21,6,39,87,0.448,8,25,0.32,20,23,0.87,12,31,43,15,4,4,16,25,-6,46,18,7,16,3,6,0,13,10,18,50,15,9,4,3,6,1,16,7,25,20642,27,33,28,24,0,0,0,0,0,0,0,0,0,0,22,27,35,22,0,0,0,0,0,0,0,0,0,0,2,0,1
LAL,OKC,38,92,0.413,11,33,0.333,9,15,0.6,16,29,45,24,5,4,17,10,-37,56,93,0.602,14,30,0.467,7,9,0.778,7,37,44,36,12,5,9,17,37,44,21,15,10,5,5,0,17,6,21,66,13,17,39,5,5,0,9,4,10,18997,26,18,26,26,0,0,0,0,0,0,0,0,0,0,26,37,33,37,0,0,0,0,0,0,0,0,0,0,2,2,0
CHI,TOR,43,93,0.462,13,33,0.394,16,19,0.842,9,34,43,29,5,2,13,20,-9,45,92,0.489,15,38,0.395,19,19,1,7,42,49,23,9,5,11,20,9,46,12,12,10,20,10,0,13,5,16,50,11,17,18,20,10,0,11,3,6,20056,31,28,31,25,0,0,0,0,0,0,0,0,0,0,21,35,34,34,0,0,0,0,0,0,0,0,0,0,0,4,0
BKN,MIN,37,72,0.514,14,30,0.467,10,11,0.909,4,34,38,22,3,3,20,23,1,36,80,0.45,1,11,0.091,24,30,0.8,7,25,32,10,9,4,8,12,-1,40,6,11,12,7,10,1,20,4,24,42,12,6,5,6,10,0,8,12,7,16215,24,24,23,27,0,0,0,0,0,0,0,0,0,0,22,21,30,24,0,0,0,0,0,0,0,0,0,0,1,1,1
BOS,CLE,41,92,0.446,12,36,0.333,8,11,0.727,9,43,52,27,9,2,16,20,14,31,89,0.348,8,32,0.25,18,18,1,9,39,48,16,6,7,15,17,-14,46,11,9,23,5,2,1,16,8,19,40,8,13,2,5,2,1,15,4,16,18624,32,23,26,21,0,0,0,0,0,0,0,0,0,0,21,26,21,20,0,0,0,0,0,0,0,0,0,0,1,2,1
ORL,HOU,35,91,0.385,6,31,0.194,22,25,0.88,9,39,48,16,7,3,12,19,-18,42,89,0.472,15,34,0.441,17,21,0.81,9,42,51,25,6,3,16,19,18,44,8,26,0,0,0,0,12,5,15,46,11,11,28,0,0,1,16,6,10,18588,12,29,25,32,0,0,0,0,0,0,0,0,0,0,25,30,34,27,0,0,0,0,0,0,0,0,0,0,0,2,0
MIA,DET,43,84,0.512,17,34,0.5,8,11,0.727,7,34,41,29,6,3,12,16,7,41,86,0.477,9,24,0.375,13,16,0.813,5,30,35,21,4,2,9,14,-7,44,10,6,9,14,11,0,12,8,16,38,11,8,7,14,11,0,9,8,7,19600,24,32,25,30,0,0,0,0,0,0,0,0,0,0,29,23,29,23,0,0,0,0,0,0,0,0,0,0,2,2,1
UTA,NOP,38,84,0.452,7,32,0.219,15,17,0.882,6,30,36,23,12,1,14,21,-10,41,82,0.5,14,30,0.467,12,12,1,7,35,42,23,8,2,20,18,10,56,4,9,6,11,8,0,14,7,14,44,17,5,13,11,8,0,20,4,18,18306,28,27,17,26,0,0,0,0,0,0,0,0,0,0,27,31,23,27,0,0,0,0,0,0,0,0,0,0,3,1,0
MIL,IND,44,75,0.587,9,17,0.529,25,28,0.893,6,28,34,33,8,5,16,23,21,41,84,0.488,3,15,0.2,16,19,0.842,8,22,30,24,7,2,15,20,-21,54,11,13,25,3,0,0,16,8,20,68,14,6,3,3,0,1,15,8,24,15613,34,28,31,29,0,0,0,0,0,0,0,0,0,0,26,26,24,25,0,0,0,0,0,0,0,0,0,0,1,3,1
DAL,GSW,43,90,0.478,19,43,0.442,17,22,0.773,7,33,40,29,6,2,13,17,-3,48,91,0.527,13,32,0.406,16,19,0.842,7,39,46,36,8,7,14,21,3,36,7,9,3,8,6,1,13,7,20,40,10,21,12,8,6,0,14,5,14,20212,26,35,28,33,0,0,0,0,0,0,0,0,0,0,35,32,24,34,0,0,0,0,0,0,0,0,0,0,0,4,0
DEN,PHX,51,82,0.622,12,27,0.444,20,22,0.909,8,40,48,35,8,9,20,16,23,39,92,0.424,13,35,0.371,20,28,0.714,14,21,35,26,12,1,12,18,-23,68,7,23,23,13,7,0,20,2,15,44,8,12,8,13,7,0,12,9,21,14079,34,27,37,36,0,0,0,0,0,0,0,0,0,0,26,41,18,26,0,0,0,0,0,0,0,0,0,0,2,1,1
WAS,NYK,48,81,0.593,9,23,0.391,16,26,0.615,6,36,42,27,9,5,13,21,18,41,86,0.477,7,19,0.368,14,18,0.778,8,28,36,19,7,5,14,20,-18,58,11,6,19,8,4,1,13,7,20,52,16,8,9,8,4,0,14,7,18,17206,33,31,26,31,0,0,0,0,0,0,0,0,0,0,32,31,14,26,0,0,0,0,0,0,0,0,0,0,2,1,1
LAC,OKC,45,100,0.45,9,30,0.3,18,23,0.783,15,30,45,29,5,2,10,15,-10,51,95,0.537,15,34,0.441,10,14,0.714,11,35,46,23,4,6,14,23,10,64,30,18,13,7,5,0,10,10,9,50,14,18,12,7,5,1,14,7,11,19068,33,31,33,20,0,0,0,0,0,0,0,0,0,0,30,34,30,33,0,0,0,0,0,0,0,0,0,0,0,3,0
HOU,GSW,42,89,0.472,17,50,0.34,13,22,0.591,6,32,38,20,7,3,10,17,-10,48,87,0.552,13,30,0.433,15,20,0.75,6,39,45,35,6,6,13,18,10,42,4,2,9,14,10,0,10,9,15,56,9,9,14,14,10,1,13,8,18,18055,37,26,27,24,0,0,0,0,0,0,0,0,0,0,33,29,31,31,0,0,0,0,0,0,0,0,0,0,2,1,0
PHI,DET,44,90,0.489,14,30,0.467,12,13,0.923,13,42,55,29,5,4,14,17,36,30,78,0.385,7,22,0.318,11,19,0.579,6,28,34,20,9,4,12,14,-36,44,9,7,40,1,1,2,14,6,15,30,8,6,2,1,1,0,12,8,17,20592,32,30,35,17,0,0,0,0,0,0,0,0,0,0,15,17,29,17,0,0,0,0,0,0,0,0,0,0,4,0,1
SAS,PHX,41,87,0.471,11,30,0.367,10,18,0.556,7,37,44,21,15,6,17,16,14,35,83,0.422,7,30,0.233,12,18,0.667,9,37,46,22,11,2,23,23,-14,42,9,13,19,8,4,2,17,13,18,50,16,31,8,8,4,0,23,5,29,18501,26,23,31,23,0,0,0,0,0,0,0,0,0,0,26,16,30,17,0,0,0,0,0,0,0,0,0,0,4,0,1
LAL,CHA,38,94,0.404,9,36,0.25,9,12,0.75,12,34,46,24,7,3,16,19,-14,42,99,0.424,12,33,0.364,12,16,0.75,16,40,56,26,10,3,15,17,14,44,11,9,2,1,3,0,16,6,24,42,22,24,25,1,3,1,15,12,9,18997,24,24,28,18,0,0,0,0,0,0,0,0,0,0,28,35,30,15,0,0,0,0,0,0,0,0,0,0,1,1,0
BOS,MIN,38,94,0.404,6,36,0.167,9,13,0.692,17,39,56,24,6,4,11,22,7,28,76,0.368,7,23,0.304,21,28,0.75,9,34,43,15,6,5,12,15,-7,50,19,6,12,15,14,1,11,7,9,24,15,6,7,15,14,0,12,9,12,18624,19,22,25,25,0,0,0,0,0,0,0,0,0,0,19,19,24,22,0,0,0,0,0,0,0,0,0,0,2,0,1
MIA,NYK,38,94,0.404,12,42,0.286,19,20,0.95,15,29,44,24,10,5,15,19,4,39,80,0.488,5,13,0.385,20,23,0.87,8,31,39,14,11,7,19,26,-4,32,22,2,10,15,15,1,15,8,21,52,13,12,6,15,15,0,19,10,11,19600,26,25,24,22,10,0,0,0,0,0,0,0,0,0,25,20,26,26,6,0,0,0,0,0,0,0,0,0,2,2,1
POR,ATL,43,80,0.538,13,30,0.433,11,14,0.786,6,38,44,30,11,5,18,20,21,30,83,0.361,8,26,0.308,21,25,0.84,11,28,39,14,7,5,16,16,-21,48,7,16,25,6,3,3,18,6,20,34,16,9,2,6,3,0,16,8,22,19393,30,22,30,28,0,0,0,0,0,0,0,0,0,0,22,24,22,21,0,0,0,0,0,0,0,0,0,0,1,1,1
MIL,TOR,41,77,0.532,7,17,0.412,21,29,0.724,5,23,28,26,4,4,11,23,-19,48,86,0.558,10,33,0.303,23,28,0.821,12,31,43,25,9,5,11,22,19,56,5,18,7,10,8,0,11,13,18,62,18,11,29,10,8,0,11,3,16,18717,24,35,19,32,0,0,0,0,0,0,0,0,0,0,33,28,43,25,0,0,0,0,0,0,0,0,0,0,1,2,0
DAL,CHI,49,92,0.533,14,32,0.438,12,17,0.706,7,27,34,33,11,2,13,24,-3,44,78,0.564,14,28,0.5,25,31,0.806,8,34,42,25,9,3,19,19,3,56,9,0,8,8,4,0,13,8,20,48,9,11,13,8,4,1,19,4,14,20073,28,25,35,36,0,0,0,0,0,0,0,0,0,0,34,23,23,47,0,0,0,0,0,0,0,0,0,0,0,2,0
DEN,UTA,38,86,0.442,14,35,0.4,9,15,0.6,4,33,37,24,9,1,10,11,8,38,84,0.452,12,33,0.364,3,6,0.5,8,45,53,26,7,5,17,16,-8,46,8,7,21,13,7,0,10,9,13,40,7,10,6,13,7,0,17,4,19,15557,23,23,38,15,0,0,0,0,0,0,0,0,0,0,26,23,16,26,0,0,0,0,0,0,0,0,0,0,2,2,1
MEM,WAS,35,86,0.407,10,30,0.333,20,26,0.769,11,35,46,20,6,9,16,25,-2,33,84,0.393,10,27,0.37,26,34,0.765,12,36,48,21,7,7,14,23,2,46,7,21,6,4,0,0,16,10,22,30,10,18,17,4,0,1,14,12,23,16988,24,26,22,28,0,0,0,0,0,0,0,0,0,0,33,25,29,15,0,0,0,0,0,0,0,0,0,0,0,2,0
BKN,BOS,30,91,0.33,6,31,0.194,19,22,0.864,12,43,55,11,2,11,18,14,-2,37,98,0.378,5,18,0.278,8,15,0.533,12,32,44,12,8,13,5,17,2,48,19,0,8,9,11,2,18,22,11,38,20,2,6,9,11,1,5,11,6,17732,22,19,20,24,0,0,0,0,0,0,0,0,0,0,16,23,25,23,0,0,0,0,0,0,0,0,0,0,0,4,0
LAC,GSW,39,91,0.429,3,11,0.273,24,30,0.8,10,35,45,19,10,7,18,25,-16,39,94,0.415,13,39,0.333,30,37,0.811,14,40,54,31,13,10,17,25,16,64,17,28,4,1,3,0,18,8,27,38,23,25,30,1,3,1,17,13,26,19068,28,27,21,29,0,0,0,0,0,0,0,0,0,0,31,33,39,18,0,0,0,0,0,0,0,0,0,0,1,3,0
ORL,CLE,49,98,0.5,14,37,0.378,15,22,0.682,14,32,46,29,5,2,20,28,-4,47,94,0.5,15,34,0.441,22,31,0.71,14,31,45,25,11,2,18,26,4,66,21,25,8,7,7,1,20,10,33,60,23,25,23,7,7,1,18,11,24,18997,30,34,23,40,0,0,0,0,0,0,0,0,0,0,31,36,40,24,0,0,0,0,0,0,0,0,0,0,2,2,0
DET,HOU,38,75,0.507,12,25,0.48,20,27,0.741,5,30,35,21,8,4,13,15,7,38,90,0.422,15,47,0.319,10,11,0.909,12,30,42,29,5,4,15,20,-7,46,10,4,16,13,7,2,13,14,19,40,17,0,7,13,7,2,15,6,19,18046,31,26,31,20,0,0,0,0,0,0,0,0,0,0,37,21,19,24,0,0,0,0,0,0,0,0,0,0,1,1,1
IND,CHI,48,86,0.558,15,31,0.484,14,18,0.778,10,39,49,24,9,4,13,19,39,30,80,0.375,10,32,0.313,16,20,0.8,9,24,33,15,4,6,16,15,-39,46,19,17,41,6,3,1,13,6,7,36,4,9,2,6,3,0,16,8,23,17923,31,33,37,24,0,0,0,0,0,0,0,0,0,0,26,11,30,19,0,0,0,0,0,0,0,0,0,0,3,1,1
SAC,DEN,42,94,0.447,9,25,0.36,13,17,0.765,10,29,39,21,16,4,9,22,8,35,76,0.461,13,34,0.382,15,21,0.714,8,38,46,20,2,6,26,17,-8,48,6,12,13,0,1,0,9,8,14,36,9,5,0,0,1,1,26,10,40,17583,29,17,33,27,0,0,0,0,0,0,0,0,0,0,27,14,30,27,0,0,0,0,0,0,0,0,0,0,1,3,1
MIN,NOP,44,90,0.489,9,18,0.5,19,21,0.905,13,34,47,26,10,5,10,20,18,33,78,0.423,6,29,0.207,26,28,0.929,7,31,38,20,5,6,16,19,-18,60,12,14,34,0,0,1,10,4,9,48,12,7,0,0,0,1,16,6,17,18978,36,33,29,18,0,0,0,0,0,0,0,0,0,0,24,24,23,27,0,0,0,0,0,0,0,0,0,0,4,0,1
WAS,MIL,37,78,0.474,8,21,0.381,21,29,0.724,4,30,34,25,6,6,14,22,-7,39,80,0.488,7,22,0.318,25,30,0.833,10,35,45,20,11,6,16,26,7,42,10,5,11,13,11,0,14,9,10,44,13,18,7,13,11,1,16,7,19,18762,32,21,32,18,0,0,0,0,0,0,0,0,0,0,24,29,29,28,0,0,0,0,0,0,0,0,0,0,2,2,0
LAL,ATL,48,86,0.558,16,36,0.444,20,25,0.8,6,43,49,32,13,6,18,25,19,41,94,0.436,12,34,0.353,19,23,0.826,10,27,37,22,5,4,15,16,-19,56,4,42,26,3,6,0,18,7,26,40,15,15,8,3,6,0,15,7,17,18997,29,37,30,36,0,0,0,0,0,0,0,0,0,0,27,21,32,33,0,0,0,0,0,0,0,0,0,0,2,0,1
