TEAM_ID_HOME,TEAM_ID_AWAY,FGM_HOME,FGA_HOME,FG_PCT_HOME,FG3M_HOME,FG3A_HOME,FG3_PCT_HOME,FTM_HOME,FTA_HOME,FT_PCT_HOME,OREB_HOME,DREB_HOME,REB_HOME,AST_HOME,STL_HOME,BLK_HOME,TOV_HOME,PF_HOME,PLUS_MINUS_HOME,FGM_AWAY,FGA_AWAY,FG_PCT_AWAY,FG3M_AWAY,FG3A_AWAY,FG3_PCT_AWAY,FTM_AWAY,FTA_AWAY,FT_PCT_AWAY,OREB_AWAY,DREB_AWAY,REB_AWAY,AST_AWAY,STL_AWAY,BLK_AWAY,TOV_AWAY,PF_AWAY,PLUS_MINUS_AWAY,PTS_PAINT_HOME,PTS_2ND_CHANCE_HOME,PTS_FB_HOME,LARGEST_LEAD_HOME,LEAD_CHANGES_HOME,TIMES_TIED_HOME,TEAM_TURNOVERS_HOME,TOTAL_TURNOVERS_HOME,TEAM_REBOUNDS_HOME,PTS_OFF_TO_HOME,PTS_PAINT_AWAY,PTS_2ND_CHANCE_AWAY,PTS_FB_AWAY,LARGEST_LEAD_AWAY,LEAD_CHANGES_AWAY,TIMES_TIED_AWAY,TEAM_TURNOVERS_AWAY,TOTAL_TURNOVERS_AWAY,TEAM_REBOUNDS_AWAY,PTS_OFF_TO_AWAY,ATTENDANCE,PTS_QTR1_HOME,PTS_QTR2_HOME,PTS_QTR3_HOME,PTS_QTR4_HOME,PTS_OT1_HOME,PTS_OT2_HOME,PTS_OT3_HOME,PTS_OT4_HOME,PTS_OT5_HOME,PTS_OT6_HOME,PTS_OT7_HOME,PTS_OT8_HOME,PTS_OT9_HOME,PTS_OT10_HOME,PTS_QTR1_AWAY,PTS_QTR2_AWAY,PTS_QTR3_AWAY,PTS_QTR4_AWAY,PTS_OT1_AWAY,PTS_OT2_AWAY,PTS_OT3_AWAY,PTS_OT4_AWAY,PTS_OT5_AWAY,PTS_OT6_AWAY,PTS_OT7_AWAY,PTS_OT8_AWAY,PTS_OT9_AWAY,PTS_OT10_AWAY,HOME_TEAM_WINS,HOME_TEAM_LOSSES,HOME_W
GSW,NOP,41,96,0.427,9,30,0.3,20,22,0.909,21,35,56,29,8,7,20,29,16,35,83,0.422,6,18,0.333,19,27,0.704,8,25,33,21,9,3,19,26,-16,54,21,13,23,6,3,0,20,8,29,40,8,18,2,6,3,1,19,16,26,19596,39,20,35,17,0,0,0,0,0,0,0,0,0,0,35,14,26,20,0,0,0,0,0,0,0,0,0,0,3,0,1
CHI,CLE,37,87,0.425,7,19,0.368,16,23,0.696,7,40,47,13,6,10,13,22,2,38,94,0.404,9,29,0.31,10,17,0.588,11,39,50,26,5,7,11,21,-2,32,13,15,13,3,2,0,13,11,15,42,12,13,6,3,2,1,11,12,13,21957,26,20,25,26,0,0,0,0,0,0,0,0,0,0,17,23,28,27,0,0,0,0,0,0,0,0,0,0,3,1,1
ATL,DET,37,82,0.451,8,27,0.296,12,15,0.8,7,33,40,22,9,4,15,25,-12,37,96,0.385,12,29,0.414,20,26,0.769,23,36,59,23,5,3,15,15,12,42,6,15,5,2,4,0,15,4,20,36,16,10,19,2,4,0,15,10,19,19187,25,18,23,28,0,0,0,0,0,0,0,0,0,0,25,23,34,24,0,0,0,0,0,0,0,0,0,0,3,1,0
LAL,MIN,35,90,0.389,9,34,0.265,32,35,0.914,12,36,48,18,2,4,14,29,-1,38,83,0.458,5,20,0.25,31,37,0.838,6,33,39,24,3,4,8,26,1,36,21,7,16,2,2,1,14,13,19,42,19,17,9,2,2,0,8,9,6,18997,31,29,35,16,0,0,0,0,0,0,0,0,0,0,22,29,37,24,0,0,0,0,0,0,0,0,0,0,1,2,0
PHX,DAL,34,87,0.391,6,24,0.25,21,33,0.636,13,40,53,15,3,3,18,30,-16,40,85,0.471,10,21,0.476,21,31,0.677,6,42,48,24,7,3,8,25,16,36,11,17,5,6,8,0,18,12,13,48,8,25,28,6,8,0,8,7,4,18055,22,23,21,29,0,0,0,0,0,0,0,0,0,0,24,30,34,23,0,0,0,0,0,0,0,0,0,0,0,3,0
BKN,CHI,39,93,0.419,0,9,0,22,28,0.786,16,29,45,19,11,5,13,18,-15,42,78,0.538,14,28,0.5,17,20,0.85,5,34,39,20,9,3,20,24,15,46,15,8,0,0,0,0,13,5,12,42,9,10,19,0,0,1,20,10,22,17732,19,36,16,29,0,0,0,0,0,0,0,0,0,0,30,28,28,29,0,0,0,0,0,0,0,0,0,0,1,2,0
BOS,PHI,39,85,0.459,8,24,0.333,26,27,0.963,10,31,41,31,10,7,17,23,17,34,83,0.41,7,22,0.318,20,23,0.87,14,32,46,12,11,6,24,22,-17,52,16,26,20,2,2,0,17,8,18,52,14,7,9,2,2,2,24,4,34,18624,21,30,28,33,0,0,0,0,0,0,0,0,0,0,26,14,27,28,0,0,0,0,0,0,0,0,0,0,4,0,1
ORL,WAS,37,100,0.37,5,26,0.192,8,12,0.667,17,39,56,20,9,6,16,22,-1,33,84,0.393,7,28,0.25,15,25,0.6,15,34,49,17,8,9,18,14,1,46,18,12,8,10,6,2,16,12,14,30,12,17,9,11,6,1,18,11,15,18846,29,22,16,20,0,0,0,0,0,0,0,0,0,0,31,22,12,23,0,0,0,0,0,0,0,0,0,0,0,4,0
HOU,DEN,30,87,0.345,8,35,0.229,17,26,0.654,15,29,44,17,13,8,17,19,-20,40,79,0.506,13,27,0.481,12,18,0.667,9,40,49,26,9,10,21,26,20,42,12,11,0,0,0,1,17,9,15,42,6,9,20,0,0,0,21,9,26,18240,21,28,14,22,0,0,0,0,0,0,0,0,0,0,27,26,23,29,0,0,0,0,0,0,0,0,0,0,0,3,0
MIA,CHA,36,73,0.493,12,20,0.6,20,21,0.952,2,39,41,23,5,7,13,25,10,33,84,0.393,6,24,0.25,22,29,0.759,11,32,43,16,4,1,9,16,-10,40,5,15,20,6,4,0,13,6,19,42,13,8,7,6,4,1,9,6,11,19724,23,31,19,31,0,0,0,0,0,0,0,0,0,0,27,17,16,34,0,0,0,0,0,0,0,0,0,0,2,2,1
DET,UTA,30,74,0.405,7,19,0.368,25,34,0.735,8,35,43,16,2,4,12,20,5,35,75,0.467,2,12,0.167,15,21,0.714,4,34,38,15,4,5,12,25,-5,38,7,6,9,23,10,2,12,9,17,50,3,2,7,22,10,0,12,9,8,18434,16,25,28,23,0,0,0,0,0,0,0,0,0,0,15,29,20,23,0,0,0,0,0,0,0,0,0,0,2,0,1
POR,NOP,44,88,0.5,12,32,0.375,12,14,0.857,6,45,51,22,7,4,12,21,18,36,91,0.396,11,33,0.333,11,18,0.611,5,34,39,19,7,2,11,17,-18,46,14,12,30,0,0,0,12,5,14,36,7,9,0,0,0,0,11,13,13,19393,43,27,17,25,0,0,0,0,0,0,0,0,0,0,18,25,24,27,0,0,0,0,0,0,0,0,0,0,3,1,1
MIL,NYK,30,86,0.349,9,18,0.5,28,31,0.903,18,29,47,17,7,4,18,27,-25,42,93,0.452,9,23,0.391,29,35,0.829,19,30,49,24,11,7,11,28,25,38,23,8,7,4,3,0,18,10,25,50,17,19,25,4,3,0,11,10,14,18717,23,28,22,24,0,0,0,0,0,0,0,0,0,0,27,36,27,32,0,0,0,0,0,0,0,0,0,0,2,2,0
SAC,LAC,41,94,0.436,11,24,0.458,11,18,0.611,12,37,49,24,8,3,18,27,-7,42,80,0.525,6,19,0.316,21,31,0.677,6,36,42,20,8,9,15,19,7,48,14,8,1,4,2,2,18,10,22,36,10,8,15,4,2,0,15,7,17,17458,17,29,28,30,0,0,0,0,0,0,0,0,0,0,25,31,29,26,0,0,0,0,0,0,0,0,0,0,1,3,0
TOR,IND,36,80,0.45,7,18,0.389,27,39,0.692,9,41,50,19,8,2,21,24,7,32,86,0.372,9,23,0.391,26,31,0.839,8,32,40,23,14,3,13,30,-7,46,22,9,12,4,6,1,21,17,18,36,10,20,16,4,6,0,13,8,12,19800,20,17,35,34,0,0,0,0,0,0,0,0,0,0,30,15,23,31,0,0,0,0,0,0,0,0,0,0,3,1,1
OKC,SAS,42,86,0.488,7,19,0.368,21,22,0.955,11,34,45,21,7,4,19,19,6,45,93,0.484,5,15,0.333,11,13,0.846,7,29,36,22,11,9,13,18,-6,44,17,7,6,12,11,0,19,7,13,52,12,10,8,12,11,0,13,7,16,18203,29,21,29,33,0,0,0,0,0,0,0,0,0,0,27,28,28,23,0,0,0,0,0,0,0,0,0,0,2,2,1
MEM,CLE,29,82,0.354,2,16,0.125,16,22,0.727,11,29,40,15,8,3,16,18,-30,41,84,0.488,13,29,0.448,11,17,0.647,12,42,54,29,7,2,19,25,30,36,7,8,2,3,1,0,16,7,23,48,14,26,32,3,1,0,19,7,12,18119,10,22,23,21,0,0,0,0,0,0,0,0,0,0,26,27,26,27,0,0,0,0,0,0,0,0,0,0,1,1,0
NYK,ATL,38,93,0.409,6,29,0.207,19,21,0.905,16,32,48,21,10,4,21,24,-11,42,83,0.506,10,24,0.417,18,26,0.692,7,32,39,26,11,4,16,18,11,48,15,17,4,10,3,0,21,9,28,52,6,25,22,10,3,1,16,10,15,19812,20,25,27,29,0,0,0,0,0,0,0,0,0,0,30,31,23,28,0,0,0,0,0,0,0,0,0,0,2,2,0
LAC,DAL,38,87,0.437,8,31,0.258,20,33,0.606,8,45,53,21,6,8,8,17,16,35,97,0.361,6,30,0.2,12,15,0.8,14,41,55,22,4,2,13,26,-16,40,11,18,28,2,1,0,8,15,6,36,12,8,3,2,1,1,13,4,14,19218,22,29,34,19,0,0,0,0,0,0,0,0,0,0,17,26,25,20,0,0,0,0,0,0,0,0,0,0,3,1,1
IND,MEM,37,78,0.474,12,30,0.4,17,24,0.708,10,28,38,23,7,4,20,22,-9,41,82,0.5,7,16,0.438,23,29,0.793,12,30,42,26,12,5,14,25,9,26,15,12,9,20,9,0,20,8,18,48,19,12,15,20,9,0,14,7,12,18165,20,29,26,28,0,0,0,0,0,0,0,0,0,0,29,21,23,39,0,0,0,0,0,0,0,0,0,0,0,2,0
PHI,UTA,19,63,0.302,6,15,0.4,27,37,0.73,8,31,39,15,4,5,19,22,-28,36,88,0.409,7,13,0.538,20,25,0.8,13,38,51,19,10,9,8,22,28,22,9,7,1,4,2,1,19,12,20,40,23,10,32,4,2,1,8,9,9,17122,19,14,20,18,0,0,0,0,0,0,0,0,0,0,28,22,24,25,0,0,0,0,0,0,0,0,0,0,0,2,0
SAS,BKN,40,86,0.465,9,22,0.409,13,13,1,12,44,56,23,7,4,18,16,27,31,77,0.403,5,16,0.313,8,15,0.533,2,30,32,17,6,6,15,17,-27,42,15,9,27,9,3,0,18,4,10,32,0,0,10,9,3,0,15,7,14,18418,25,17,34,26,0,0,0,0,0,0,0,0,0,0,21,26,17,11,0,0,0,0,0,0,0,0,0,0,2,0,1
PHX,POR,37,83,0.446,4,18,0.222,32,42,0.762,11,44,55,17,13,7,20,17,18,34,86,0.395,9,24,0.375,15,19,0.789,11,31,42,17,9,5,23,33,-18,58,15,18,22,7,2,1,20,13,20,40,14,17,3,7,2,0,23,2,29,18055,27,28,28,27,0,0,0,0,0,0,0,0,0,0,23,26,20,23,0,0,0,0,0,0,0,0,0,0,2,1,1
BOS,TOR,32,85,0.376,7,26,0.269,32,41,0.78,7,31,38,23,14,3,17,28,-10,36,82,0.439,11,26,0.423,30,35,0.857,9,44,53,23,11,3,22,33,10,38,11,22,6,11,11,0,17,14,22,34,13,6,19,11,11,1,22,8,26,16898,26,28,21,28,0,0,0,0,0,0,0,0,0,0,26,28,30,29,0,0,0,0,0,0,0,0,0,0,1,3,0
ORL,OKC,47,106,0.443,12,33,0.364,30,38,0.789,14,35,49,25,10,10,18,31,-3,50,110,0.455,8,27,0.296,31,38,0.816,22,40,62,19,8,9,21,28,3,58,17,20,18,2,5,2,18,15,17,64,20,12,5,2,5,1,21,8,25,18846,35,32,26,24,9,10,0,0,0,0,0,0,0,0,31,22,22,42,9,13,0,0,0,0,0,0,0,0,0,2,0
CLE,MIA,39,86,0.453,6,25,0.24,18,21,0.857,14,35,49,25,4,4,11,19,10,33,77,0.429,6,21,0.286,20,22,0.909,6,32,38,21,5,7,13,20,-10,46,15,8,20,5,4,0,11,4,13,38,11,11,5,5,4,0,13,5,10,20562,29,18,29,26,0,0,0,0,0,0,0,0,0,0,23,19,25,25,0,0,0,0,0,0,0,0,0,0,1,2,1
HOU,GSW,30,82,0.366,5,23,0.217,27,36,0.75,12,37,49,19,3,9,17,20,-20,43,93,0.462,9,26,0.346,17,25,0.68,11,36,47,26,9,4,8,24,20,42,17,13,5,8,4,1,17,13,19,50,13,17,25,8,4,0,8,10,9,18142,29,15,21,27,0,0,0,0,0,0,0,0,0,0,30,27,24,31,0,0,0,0,0,0,0,0,0,0,0,3,0
DET,CHI,39,104,0.375,6,28,0.214,14,28,0.5,20,41,61,18,9,2,15,19,4,34,84,0.405,7,22,0.318,19,26,0.731,8,42,50,18,8,8,20,24,-4,52,15,12,9,15,18,1,15,15,19,40,10,16,4,15,18,1,20,10,21,16035,23,12,29,19,15,0,0,0,0,0,0,0,0,0,19,20,25,19,11,0,0,0,0,0,0,0,0,0,3,1,1
MIL,WAS,42,82,0.512,7,24,0.292,22,28,0.786,6,26,32,33,9,2,16,32,-5,35,68,0.515,12,21,0.571,36,44,0.818,8,29,37,25,7,5,21,20,5,50,15,13,13,4,5,0,16,7,16,32,7,17,8,4,5,0,21,11,20,13858,33,32,27,21,0,0,0,0,0,0,0,0,0,0,22,39,21,36,0,0,0,0,0,0,0,0,0,0,1,3,0
ATL,CHA,36,83,0.434,8,23,0.348,17,22,0.773,8,37,45,23,9,4,15,17,3,36,88,0.409,12,30,0.4,10,13,0.769,13,41,54,23,7,6,20,20,-3,42,9,21,14,17,7,0,15,3,12,32,17,13,4,17,7,2,20,5,26,17024,29,24,23,21,0,0,0,0,0,0,0,0,0,0,22,30,17,25,0,0,0,0,0,0,0,0,0,0,3,1,1
SAC,LAL,52,101,0.515,6,22,0.273,22,30,0.733,16,40,56,26,6,7,14,23,18,41,89,0.461,11,34,0.324,21,27,0.778,8,29,37,20,7,9,19,24,-18,80,25,33,31,2,2,0,14,8,10,38,10,22,2,2,2,0,19,10,30,17391,40,34,28,30,0,0,0,0,0,0,0,0,0,0,24,26,33,31,0,0,0,0,0,0,0,0,0,0,4,0,1
DEN,MIN,29,95,0.305,5,25,0.2,15,20,0.75,17,34,51,15,7,4,15,27,-17,30,71,0.423,2,11,0.182,33,41,0.805,7,42,49,18,7,6,18,24,17,44,14,7,0,0,2,1,15,13,16,36,4,12,21,0,2,1,18,7,14,17660,16,23,24,15,0,0,0,0,0,0,0,0,0,0,26,23,30,16,0,0,0,0,0,0,0,0,0,0,3,1,0
LAC,SAC,39,76,0.513,4,17,0.235,32,46,0.696,6,35,41,25,4,9,17,22,5,43,101,0.426,6,18,0.333,17,25,0.68,19,30,49,20,9,2,14,34,-5,52,14,8,12,10,3,0,17,17,26,50,18,10,12,10,3,1,14,10,16,19060,24,35,24,31,0,0,0,0,0,0,0,0,0,0,31,24,24,30,0,0,0,0,0,0,0,0,0,0,3,1,1
POR,PHX,33,79,0.418,8,30,0.267,16,28,0.571,10,35,45,20,7,5,16,20,-11,39,94,0.415,11,32,0.344,12,16,0.75,11,37,48,16,11,6,13,20,11,30,11,15,4,18,9,0,16,13,20,36,10,8,11,18,9,0,13,11,10,17906,23,25,23,19,0,0,0,0,0,0,0,0,0,0,27,29,18,27,0,0,0,0,0,0,0,0,0,0,1,2,0
IND,UTA,28,70,0.4,4,17,0.235,16,21,0.762,7,27,34,10,8,7,24,19,-21,39,88,0.443,6,15,0.4,13,18,0.722,15,32,47,15,13,4,17,24,21,26,18,13,10,3,1,0,24,8,30,50,15,9,21,3,1,0,17,12,16,14412,29,20,12,15,0,0,0,0,0,0,0,0,0,0,23,19,28,27,0,0,0,0,0,0,0,0,0,0,0,2,0
WAS,NYK,38,90,0.422,6,22,0.273,28,33,0.848,11,32,43,17,9,3,19,32,-7,41,86,0.477,9,19,0.474,26,32,0.813,9,31,40,21,8,5,19,30,7,46,12,28,7,13,16,2,19,9,19,30,14,10,9,13,16,1,19,16,23,20356,29,27,34,20,0,0,0,0,0,0,0,0,0,0,29,30,28,30,0,0,0,0,0,0,0,0,0,0,2,1,0
MEM,BKN,34,80,0.425,9,23,0.391,24,28,0.857,11,31,42,26,6,2,9,19,10,38,79,0.481,3,13,0.231,12,18,0.667,8,35,43,21,3,3,12,22,-10,42,12,13,16,1,4,0,9,4,8,56,8,8,2,1,4,0,12,8,10,16013,31,25,23,22,0,0,0,0,0,0,0,0,0,0,26,19,24,22,0,0,0,0,0,0,0,0,0,0,2,0,1
NOP,GSW,46,100,0.46,8,22,0.364,20,23,0.87,16,32,48,22,4,4,16,23,-14,46,84,0.548,17,30,0.567,25,35,0.714,3,35,38,26,10,4,10,24,14,56,19,9,6,13,9,1,16,7,24,36,1,24,16,13,9,0,10,12,11,18406,28,37,26,29,0,0,0,0,0,0,0,0,0,0,31,33,41,29,0,0,0,0,0,0,0,0,0,0,0,3,0
LAL,DAL,31,85,0.365,10,34,0.294,21,28,0.75,8,34,42,18,8,9,12,20,-10,40,87,0.46,11,30,0.367,12,16,0.75,8,41,49,28,5,4,11,22,10,36,13,13,0,0,0,0,12,13,15,40,15,6,18,0,0,0,11,8,12,18997,21,24,19,29,0,0,0,0,0,0,0,0,0,0,32,22,27,22,0,0,0,0,0,0,0,0,0,0,0,3,0
CHI,ORL,33,87,0.379,7,28,0.25,19,22,0.864,11,36,47,23,7,8,15,16,5,35,90,0.389,7,23,0.304,10,17,0.588,12,31,43,21,7,11,17,19,-5,34,14,6,15,4,5,2,15,10,9,40,16,12,3,4,5,1,17,19,17,21585,29,25,21,17,0,0,0,0,0,0,0,0,0,0,26,14,23,24,0,0,0,0,0,0,0,0,0,0,1,2,1
BOS,SAS,35,98,0.357,6,29,0.207,11,14,0.786,16,29,45,21,10,5,16,23,-8,36,83,0.434,5,19,0.263,18,25,0.72,10,41,51,22,10,6,20,16,8,52,16,5,2,1,0,0,16,10,12,38,12,5,15,1,0,2,20,14,18,17461,13,18,23,33,0,0,0,0,0,0,0,0,0,0,23,21,20,31,0,0,0,0,0,0,0,0,0,0,0,2,0
MIA,HOU,42,86,0.488,9,22,0.409,16,21,0.762,11,37,48,24,11,5,15,16,20,32,79,0.405,10,36,0.278,15,18,0.833,3,31,34,20,9,3,18,23,-20,62,19,16,22,1,1,3,15,6,17,40,9,8,21,1,1,1,18,11,22,19600,30,14,31,34,0,0,0,0,0,0,0,0,0,0,35,28,12,14,0,0,0,0,0,0,0,0,0,0,1,1,1
CHA,ATL,32,86,0.372,14,37,0.378,14,15,0.933,9,36,45,27,7,13,12,14,-2,37,88,0.42,7,29,0.241,13,14,0.929,9,39,48,22,9,6,11,16,2,30,11,13,8,5,5,1,12,8,15,44,10,12,14,5,5,0,11,6,12,18691,18,21,37,16,0,0,0,0,0,0,0,0,0,0,28,18,24,24,0,0,0,0,0,0,0,0,0,0,1,3,0
TOR,MIL,41,90,0.456,11,25,0.44,13,20,0.65,18,28,46,22,12,3,14,19,19,29,69,0.42,5,19,0.263,24,24,1,7,26,33,21,6,8,18,21,-19,52,19,7,21,2,4,1,14,13,17,44,6,15,3,2,4,0,18,4,24,19800,24,31,26,25,0,0,0,0,0,0,0,0,0,0,19,22,30,16,0,0,0,0,0,0,0,0,0,0,4,0,1
OKC,DEN,45,86,0.523,13,25,0.52,14,18,0.778,13,37,50,32,9,10,19,23,24,35,92,0.38,9,26,0.346,14,19,0.737,14,21,35,20,8,3,13,17,-24,52,14,23,30,5,4,0,19,10,23,36,16,14,4,5,4,0,13,12,21,18203,29,29,37,22,0,0,0,0,0,0,0,0,0,0,22,28,20,23,0,0,0,0,0,0,0,0,0,0,4,0,1
PHI,CLE,38,85,0.447,7,24,0.292,17,23,0.739,9,28,37,22,7,5,14,18,-7,42,81,0.519,8,22,0.364,15,20,0.75,7,36,43,28,5,9,16,19,7,54,6,13,15,6,4,1,14,8,17,54,7,28,21,6,4,0,16,9,24,18094,32,22,18,28,0,0,0,0,0,0,0,0,0,0,18,31,33,25,0,0,0,0,0,0,0,0,0,0,0,4,0
GSW,MEM,43,84,0.512,11,25,0.44,22,30,0.733,10,55,65,32,8,13,14,15,50,26,96,0.271,3,23,0.13,14,20,0.7,11,33,44,21,8,7,12,24,-50,42,13,36,52,8,3,0,14,7,9,28,10,10,3,8,3,1,12,9,14,19596,21,32,40,26,0,0,0,0,0,0,0,0,0,0,22,12,15,20,0,0,0,0,0,0,0,0,0,0,4,0,1
NYK,SAS,32,89,0.36,4,13,0.308,16,21,0.762,17,32,49,17,8,3,10,18,-10,39,79,0.494,4,13,0.308,12,17,0.706,8,37,45,21,6,7,14,12,10,32,12,0,8,4,4,0,10,5,10,56,6,4,14,4,4,1,14,8,20,19812,21,14,30,19,0,0,0,0,0,0,0,0,0,0,18,29,23,24,0,0,0,0,0,0,0,0,0,0,0,2,0
BKN,MIL,36,79,0.456,6,19,0.316,18,22,0.818,10,25,35,21,3,4,18,23,-7,38,73,0.521,9,23,0.391,18,26,0.692,8,28,36,24,6,7,14,23,7,32,9,13,6,6,9,0,18,8,25,40,16,8,13,7,10,0,14,11,13,12576,33,15,32,16,0,0,0,0,0,0,0,0,0,0,33,26,21,23,0,0,0,0,0,0,0,0,0,0,0,3,0
LAC,PHX,37,81,0.457,8,26,0.308,20,23,0.87,3,43,46,20,4,5,11,18,6,36,98,0.367,9,30,0.3,15,21,0.714,16,39,55,23,8,1,10,20,-6,34,4,13,14,8,7,0,11,3,10,46,18,13,8,8,7,1,10,11,11,19060,22,26,27,27,0,0,0,0,0,0,0,0,0,0,23,16,33,24,0,0,0,0,0,0,0,0,0,0,2,2,1
HOU,OKC,41,89,0.461,9,29,0.31,19,29,0.655,7,27,34,22,18,7,12,22,5,40,84,0.476,10,23,0.435,15,22,0.682,14,41,55,17,7,9,25,24,-5,56,12,16,7,10,4,0,12,14,9,48,21,9,15,10,4,1,25,6,21,17224,21,33,28,28,0,0,0,0,0,0,0,0,0,0,26,39,14,26,0,0,0,0,0,0,0,0,0,0,2,2,1
MIN,POR,34,79,0.43,3,13,0.231,30,39,0.769,8,33,41,22,10,4,15,22,-5,41,89,0.461,9,30,0.3,15,20,0.75,11,35,46,18,5,6,16,27,5,48,6,16,17,2,4,0,15,12,11,42,24,13,10,2,4,0,16,8,16,18903,34,19,27,21,0,0,0,0,0,0,0,0,0,0,21,32,30,23,0,0,0,0,0,0,0,0,0,0,1,3,0
LAL,DEN,36,86,0.419,6,26,0.231,31,38,0.816,11,29,40,18,9,4,11,28,-11,43,85,0.506,7,20,0.35,27,31,0.871,11,38,49,30,5,7,15,23,11,46,9,13,10,16,10,1,11,9,15,54,18,13,11,16,10,1,15,5,15,18997,36,21,26,26,0,0,0,0,0,0,0,0,0,0,30,30,33,27,0,0,0,0,0,0,0,0,0,0,1,3,0
MIA,ATL,38,86,0.442,5,28,0.179,11,16,0.688,13,36,49,13,10,9,19,21,-6,37,90,0.411,7,21,0.333,17,22,0.773,16,35,51,25,10,1,16,14,6,52,20,12,4,7,2,1,19,6,22,52,17,11,15,7,2,1,16,5,14,19600,24,16,25,27,0,0,0,0,0,0,0,0,0,0,25,26,28,19,0,0,0,0,0,0,0,0,0,0,3,1,0
DET,IND,33,86,0.384,5,22,0.227,11,17,0.647,19,31,50,14,8,5,23,21,-12,38,88,0.432,7,23,0.304,11,12,0.917,12,30,42,21,15,5,16,19,12,46,23,4,9,5,4,0,23,11,30,26,8,10,20,5,4,1,16,7,19,13325,30,17,20,15,0,0,0,0,0,0,0,0,0,0,24,35,26,9,0,0,0,0,0,0,0,0,0,0,1,3,0
DAL,TOR,33,86,0.384,7,23,0.304,18,25,0.72,14,30,44,20,5,3,16,25,-11,37,82,0.451,5,17,0.294,23,26,0.885,10,37,47,18,8,6,16,26,11,30,12,15,6,8,11,1,16,7,18,44,11,9,13,8,11,0,16,10,12,20034,25,26,22,18,0,0,0,0,0,0,0,0,0,0,31,18,25,28,0,0,0,0,0,0,0,0,0,0,0,2,0
SAC,MEM,29,74,0.392,7,20,0.35,24,40,0.6,8,27,35,17,8,1,14,21,-14,40,83,0.482,3,20,0.15,20,25,0.8,12,38,50,23,5,7,17,31,14,32,13,21,4,2,4,1,14,16,15,50,15,10,21,2,4,1,17,8,23,17317,29,11,27,22,0,0,0,0,0,0,0,0,0,0,25,25,33,20,0,0,0,0,0,0,0,0,0,0,0,3,0
CHA,CHI,47,91,0.516,14,23,0.609,22,23,0.957,12,40,52,26,6,4,10,11,25,44,90,0.489,14,30,0.467,3,8,0.375,4,29,33,26,5,0,13,19,-25,40,15,6,35,0,1,1,10,4,16,40,4,13,0,0,1,1,13,7,20,15136,37,32,31,30,0,0,0,0,0,0,0,0,0,0,20,27,30,28,0,0,0,0,0,0,0,0,0,0,3,1,1
NOP,ORL,32,90,0.356,12,36,0.333,18,25,0.72,10,36,46,23,12,9,14,14,-9,42,90,0.467,7,18,0.389,12,12,1,10,45,55,24,5,3,18,18,9,34,6,17,1,4,1,0,14,9,6,56,11,10,18,4,1,0,18,3,22,16876,17,26,26,25,0,0,0,0,0,0,0,0,0,0,28,29,21,25,0,0,0,0,0,0,0,0,0,0,0,2,0
GSW,LAC,39,85,0.459,10,26,0.385,24,31,0.774,9,33,42,28,6,5,12,22,4,43,88,0.489,8,22,0.364,14,22,0.636,10,31,41,24,6,4,13,26,-4,34,11,25,17,17,10,0,12,10,13,48,13,19,10,17,10,2,13,13,18,19596,31,32,19,30,0,0,0,0,0,0,0,0,0,0,25,31,27,25,0,0,0,0,0,0,0,0,0,0,4,0,1
PHX,SAC,45,83,0.542,14,23,0.609,14,22,0.636,9,32,41,27,14,4,20,11,21,40,84,0.476,11,24,0.458,6,12,0.5,7,26,33,25,9,4,19,22,-21,38,16,21,21,0,2,2,20,16,16,42,6,17,0,0,2,2,19,6,28,16497,28,21,32,37,0,0,0,0,0,0,0,0,0,0,18,22,29,28,0,0,0,0,0,0,0,0,0,0,1,3,1
CLE,NYK,33,83,0.398,7,27,0.259,23,32,0.719,9,39,48,21,5,2,13,12,10,33,84,0.393,8,24,0.333,12,15,0.8,9,31,40,16,6,7,13,23,-10,36,14,24,14,3,3,2,13,16,12,30,11,0,15,3,3,1,13,9,20,20562,18,20,32,26,0,0,0,0,0,0,0,0,0,0,32,14,23,17,0,0,0,0,0,0,0,0,0,0,4,0,1
HOU,ORL,42,88,0.477,11,34,0.324,24,34,0.706,16,32,48,28,8,1,20,20,5,46,91,0.505,7,20,0.35,15,19,0.789,9,29,38,28,12,6,16,25,-5,50,18,9,10,22,18,1,20,13,16,58,8,24,8,22,18,2,16,6,18,16735,34,34,22,20,9,0,0,0,0,0,0,0,0,0,35,24,29,22,4,0,0,0,0,0,0,0,0,0,1,1,1
UTA,POR,33,88,0.375,5,24,0.208,21,33,0.636,16,24,40,9,12,8,9,22,-16,41,77,0.532,11,25,0.44,15,32,0.469,13,35,48,11,5,7,19,25,16,40,13,8,5,5,2,0,9,13,5,44,16,12,16,5,2,0,19,19,21,19911,26,23,19,24,0,0,0,0,0,0,0,0,0,0,27,30,19,32,0,0,0,0,0,0,0,0,0,0,1,3,0
MIL,PHI,35,86,0.407,8,23,0.348,13,17,0.765,8,28,36,24,6,4,10,19,4,34,81,0.42,6,28,0.214,13,15,0.867,12,39,51,23,4,9,19,23,-4,42,15,12,10,17,11,0,10,9,11,50,19,18,7,17,11,1,19,8,24,12437,29,18,21,23,0,0,0,0,0,0,0,0,0,0,21,24,22,20,0,0,0,0,0,0,0,0,0,0,3,0,1
