TEAM_ABBREVIATION_HOME,TEAM_ABBREVIATION_AWAY,FGM_HOME,FG_PCT_HOME,FG3_PCT_HOME,DREB_HOME,AST_HOME,FGM_AWAY,FG_PCT_AWAY,FG3_PCT_AWAY,DREB_AWAY,LARGEST_LEAD_HOME,LARGEST_LEAD_AWAY,HOME_TEAM_WINS,HOME_TEAM_LOSSES,HOME_W
MIN,POR,38,0.458,0.333,32,24,39,0.506,0.5,32,17,8,1,3,0
TOR,GSW,40,0.44,0.4,27,21,35,0.479,0.533,35,5,13,0,2,0
BKN,GSW,39,0.438,0.294,35,21,44,0.512,0.424,36,5,20,0,2,0
DET,LAL,41,0.441,0.375,44,20,32,0.4,0.278,31,30,0,1,1,1
WAS,DAL,42,0.472,0.296,25,22,38,0.5,0.516,44,10,14,1,1,0
MEM,PHX,36,0.4,0.333,31,23,36,0.439,0.29,36,10,10,2,2,1
OKC,SAC,35,0.407,0.273,43,18,35,0.398,0.292,28,17,7,2,2,1
PHI,SAS,26,0.347,0.167,25,14,47,0.618,0.364,40,4,51,0,2,0
CHI,PHX,41,0.456,0.286,32,28,41,0.446,0.412,30,16,3,1,1,0
NYK,DAL,40,0.476,0.36,34,25,37,0.451,0.419,36,2,23,0,2,0
MIA,WAS,41,0.594,0.313,30,25,46,0.5,0.5,25,7,14,2,2,0
MIL,POR,30,0.411,0.308,35,22,33,0.388,0.242,31,14,6,1,1,1
MIN,LAC,36,0.439,0.389,35,18,38,0.442,0.32,30,8,9,1,3,0
CHA,DET,36,0.429,0.308,43,21,32,0.368,0.294,34,26,4,2,1,1
TOR,LAL,34,0.459,0.36,30,18,34,0.41,0.368,33,13,7,2,0,1
NOP,BOS,37,0.411,0.308,31,21,40,0.494,0.429,36,6,22,0,2,0
BKN,HOU,45,0.556,0.389,30,27,39,0.476,0.429,26,18,3,2,0,1
CLE,POR,40,0.506,0.429,24,18,40,0.506,0.423,26,11,18,1,1,1
IND,GSW,44,0.44,0.424,28,23,52,0.547,0.457,36,7,32,0,2,0
SAC,UTA,43,0.558,0.357,31,29,38,0.413,0.417,25,16,2,2,1,1
DEN,ORL,28,0.333,0.292,37,19,38,0.432,0.063,44,9,11,0,2,0
MEM,OKC,33,0.407,0.214,22,14,47,0.56,0.5,36,2,40,1,2,0
PHX,ORL,41,0.513,0.25,33,23,40,0.471,0.48,27,12,9,2,0,1
BOS,CHI,38,0.413,0.217,32,22,39,0.429,0.286,35,10,8,2,1,1
DET,MEM,37,0.425,0.276,30,17,41,0.466,0.267,37,13,9,0,2,0
UTA,NYK,39,0.488,0.429,42,26,31,0.397,0.381,29,33,2,1,1,1
MIL,LAC,42,0.467,0.2,33,26,38,0.469,0.429,39,11,16,0,2,0
DAL,ATL,36,0.36,0.226,31,18,39,0.481,0.3,41,4,6,0,2,0
MIN,LAL,46,0.495,0.368,33,30,48,0.516,0.391,31,9,5,2,1,1
CHA,MIA,40,0.494,0.407,37,27,29,0.387,0.286,36,30,2,2,2,1
WAS,HOU,39,0.438,0.2,36,20,40,0.482,0.364,36,6,15,1,1,0
TOR,SAS,37,0.578,0.3,30,23,34,0.447,0.28,22,13,0,1,1,1
CHI,LAC,31,0.356,0.304,41,20,30,0.341,0.455,37,16,8,1,1,1
BKN,PHI,37,0.5,0.429,34,22,34,0.391,0.129,25,16,6,2,2,1
SAC,NYK,42,0.452,0.188,34,24,33,0.398,0.31,41,19,1,2,0,1
OKC,ATL,39,0.488,0.529,42,24,35,0.449,0.357,29,17,4,1,1,1
PHI,DET,36,0.45,0.333,31,22,43,0.462,0.37,31,0,29,0,4,0
SAS,LAL,44,0.537,0.429,38,26,36,0.409,0.36,27,25,8,4,0,1
PHX,POR,36,0.434,0.371,32,21,45,0.469,0.353,37,6,13,2,1,0
BOS,GSW,49,0.43,0.364,40,32,42,0.393,0.29,50,5,11,1,1,0
ORL,CLE,28,0.389,0.273,24,16,41,0.569,0.524,36,0,40,0,4,0
UTA,OKC,33,0.423,0.286,28,17,37,0.468,0.353,34,0,14,0,4,0
IND,MIA,36,0.419,0.214,38,22,35,0.432,0.25,37,13,8,2,2,1
DEN,MIN,38,0.442,0.393,42,21,38,0.437,0.368,35,5,18,3,1,1
TOR,MIL,34,0.486,0.35,32,16,33,0.413,0.364,30,19,7,4,0,1
MEM,CHA,32,0.4,0.35,29,19,39,0.5,0.486,34,14,31,0,2,0
NOP,WAS,39,0.494,0.593,34,21,40,0.5,0.444,27,11,9,1,1,1
CHI,NOP,33,0.423,0.4,41,17,40,0.449,0.375,36,4,14,2,0,1
BKN,LAC,35,0.443,0.263,34,17,43,0.5,0.333,33,4,18,0,2,0
HOU,LAL,47,0.522,0.455,37,32,35,0.398,0.313,29,29,4,4,0,1
DET,IND,45,0.5,0.448,36,26,41,0.5,0.188,28,27,6,1,3,1
POR,NYK,41,0.461,0.286,25,15,39,0.52,0.429,27,11,6,1,1,0
MIL,GSW,44,0.489,0.429,36,31,36,0.404,0.222,34,15,3,1,1,1
DAL,WAS,38,0.427,0.424,35,23,44,0.518,0.483,35,6,21,1,1,0
ATL,SAS,30,0.375,0.208,26,21,36,0.486,0.5,43,1,28,0,2,0
CHA,BOS,36,0.409,0.314,45,17,40,0.417,0.36,39,8,12,1,2,0
PHX,MIN,39,0.448,0.333,26,28,33,0.452,0.421,29,21,6,2,2,1
MIA,MEM,37,0.481,0.318,28,18,40,0.519,0.368,28,5,16,1,1,1
TOR,PHI,32,0.41,0.318,33,14,28,0.333,0.357,37,20,8,4,0,1
OKC,UTA,35,0.443,0.333,34,18,39,0.415,0.364,28,8,16,4,0,1
SAS,UTA,42,0.56,0.429,39,24,32,0.405,0.273,25,46,0,4,0,1
CHI,PHI,43,0.506,0.364,43,28,38,0.413,0.355,27,28,5,4,0,1
BKN,ORL,31,0.388,0.368,30,23,41,0.539,0.429,36,4,26,0,4,0
DET,LAC,37,0.416,0.316,39,17,44,0.454,0.316,29,6,13,0,2,0
POR,NOP,35,0.432,0.406,40,28,36,0.439,0.32,36,13,9,3,1,1
DAL,PHX,38,0.494,0.375,36,17,33,0.413,0.36,35,23,1,3,0,1
IND,TOR,41,0.477,0.455,34,14,29,0.367,0.357,30,25,21,1,3,1
ATL,MIA,33,0.393,0.242,30,25,40,0.449,0.438,39,5,18,1,3,0
DEN,HOU,42,0.512,0.32,37,26,41,0.471,0.45,21,16,10,3,0,1
MEM,WAS,44,0.564,0.667,33,26,37,0.43,0.375,26,23,1,1,1,1
LAL,MIL,41,0.461,0.37,34,26,40,0.471,0.308,26,22,3,1,1,1
BOS,CLE,28,0.322,0.281,29,18,36,0.462,0.348,40,6,15,1,2,0
SAC,HOU,38,0.507,0.458,38,25,34,0.415,0.308,29,16,6,1,3,1
MIN,DEN,36,0.468,0.4,21,21,41,0.562,0.556,29,3,17,1,3,0
GSW,PHX,46,0.523,0.469,40,32,41,0.451,0.227,34,41,7,4,0,1
SAS,WAS,44,0.53,0.364,35,29,35,0.417,0.2,28,22,7,1,1,1
CHI,MEM,38,0.442,0.375,36,22,32,0.421,0.263,36,13,4,1,1,1
NYK,MIN,37,0.435,0.381,36,28,42,0.416,0.19,34,22,3,2,0,1
BKN,MIA,42,0.472,0.25,25,24,40,0.533,0.333,37,10,11,1,3,0
LAC,MIL,36,0.48,0.524,30,25,38,0.432,0.313,26,15,6,2,0,1
ORL,CHA,43,0.558,0.583,36,28,36,0.456,0.412,26,25,1,1,3,1
DET,BOS,38,0.487,0.524,29,13,43,0.483,0.4,34,14,8,2,2,1
UTA,NOP,32,0.478,0.35,29,17,34,0.466,0.476,28,8,10,2,2,0
IND,DAL,43,0.483,0.379,42,28,33,0.367,0.242,36,26,7,2,0,1
ATL,PHI,48,0.615,0.476,23,32,39,0.52,0.462,25,27,0,3,0,1
OKC,POR,38,0.481,0.143,37,13,32,0.348,0.423,30,25,5,2,2,1
LAL,HOU,36,0.429,0.208,33,22,34,0.386,0.387,31,0,20,0,4,0
CLE,OKC,41,0.466,0.414,26,29,35,0.473,0.3,27,12,12,2,0,1
CHA,TOR,37,0.435,0.345,45,23,35,0.361,0.231,37,16,2,1,2,1
PHI,NYK,37,0.481,0.25,32,15,40,0.471,0.316,35,4,30,0,4,0
GSW,MIL,42,0.483,0.346,31,31,42,0.462,0.222,27,9,15,1,1,1
SAS,LAC,43,0.494,0.526,34,25,36,0.5,0.417,31,8,7,2,1,1
CHI,DET,50,0.417,0.227,42,21,56,0.452,0.276,45,7,8,1,3,0
PHX,NOP,44,0.524,0.375,33,22,26,0.366,0.182,26,17,5,2,2,1
BOS,ATL,34,0.442,0.435,37,19,41,0.466,0.2,33,10,10,1,3,0
ORL,POR,39,0.464,0.133,35,19,32,0.438,0.344,35,14,6,1,1,1
MIA,TOR,35,0.473,0.36,30,19,41,0.513,0.381,32,11,14,1,3,0
UTA,DEN,34,0.466,0.4,34,15,31,0.392,0.214,29,11,5,4,0,1
IND,BKN,37,0.416,0.25,38,17,36,0.419,0.5,33,12,7,3,1,1
DAL,MEM,34,0.436,0.345,39,27,30,0.375,0.353,29,18,10,3,1,1
MIN,SAC,39,0.476,0.333,35,25,38,0.469,0.304,23,14,2,4,0,1
NYK,CHI,41,0.5,0.25,33,19,37,0.394,0.238,29,22,10,3,1,1
HOU,LAC,34,0.447,0.32,42,22,34,0.395,0.289,31,26,1,2,2,1
WAS,CHA,40,0.506,0.45,33,26,39,0.419,0.303,33,15,4,2,2,1
OKC,LAL,46,0.548,0.474,44,28,30,0.349,0.286,24,46,3,4,0,1
MEM,IND,37,0.446,0.263,37,21,30,0.39,0.179,32,14,2,2,0,1
PHX,MIL,33,0.446,0.444,33,18,41,0.519,0.313,31,15,11,0,2,0
BKN,MIN,32,0.41,0.238,33,26,38,0.475,0.25,39,2,20,0,2,0
ORL,ATL,38,0.469,0.333,28,27,39,0.5,0.5,33,7,11,2,2,0
CLE,PHI,40,0.471,0.44,34,25,30,0.349,0.208,33,35,5,4,0,1
MIA,POR,43,0.573,0.522,25,26,39,0.488,0.382,32,8,12,1,1,1
DEN,NOP,45,0.469,0.486,26,26,44,0.564,0.458,29,7,10,1,2,0
TOR,SAC,35,0.372,0.276,36,12,40,0.526,0.429,37,0,22,0,2,0
SAS,IND,46,0.517,0.3,38,27,38,0.422,0.368,35,18,3,1,1,1
CHI,BKN,43,0.453,0.346,30,32,43,0.457,0.35,36,2,12,2,1,0
NYK,ORL,39,0.513,0.292,30,21,44,0.512,0.455,25,0,10,1,2,0
LAC,OKC,41,0.471,0.318,35,21,40,0.471,0.235,34,10,2,1,3,0
BOS,MIN,46,0.517,0.48,38,34,36,0.456,0.154,30,22,0,1,1,1
HOU,CHA,33,0.465,0.25,40,18,29,0.349,0.293,26,13,4,1,1,1
UTA,PHX,36,0.456,0.36,36,16,31,0.392,0.292,31,24,0,4,0,1
ATL,POR,37,0.481,0.31,29,21,38,0.469,0.208,36,21,5,2,0,1
WAS,SAC,42,0.506,0.583,34,31,37,0.407,0.318,33,17,5,1,1,1
PHI,MEM,31,0.47,0.304,32,19,40,0.471,0.333,27,4,20,0,2,0
MIA,DET,39,0.443,0.222,29,13,35,0.449,0.5,31,18,4,2,2,0
DEN,LAL,41,0.456,0.36,31,26,40,0.476,0.269,29,21,8,3,1,0
TOR,DAL,35,0.473,0.462,43,20,40,0.435,0.379,30,18,0,2,0,1
GSW,UTA,39,0.47,0.391,31,26,33,0.413,0.35,28,20,2,4,0,1
LAL,OKC,32,0.36,0.28,23,19,51,0.537,0.263,42,3,38,0,4,0
PHX,DEN,36,0.414,0.52,34,21,42,0.462,0.4,37,3,22,2,2,0
BKN,DAL,51,0.505,0.526,28,32,45,0.549,0.471,29,11,16,0,2,0
ORL,HOU,44,0.524,0.438,31,26,41,0.494,0.241,27,14,6,1,1,1
CLE,NYK,32,0.386,0.227,34,23,32,0.39,0.313,35,11,2,4,0,1
MIL,PHI,51,0.6,0.417,29,34,37,0.457,0.35,28,25,0,3,0,1
IND,SAC,41,0.461,0.375,32,20,46,0.517,0.174,43,7,15,0,2,0
ATL,DET,43,0.483,0.3,32,25,38,0.427,0.333,33,22,5,3,1,1
MIN,SAS,30,0.417,0.3,23,19,44,0.537,0.417,33,0,26,0,3,0
CHA,BOS,29,0.358,0.286,32,19,36,0.424,0.241,39,0,20,1,2,0
WAS,MEM,37,0.451,0.44,32,26,33,0.458,0.176,29,22,6,1,1,1
NOP,POR,41,0.482,0.419,41,27,33,0.347,0.25,36,26,3,1,3,1
GSW,CLE,32,0.41,0.278,41,21,30,0.316,0.167,38,10,3,2,0,1
LAL,LAC,32,0.416,0.304,34,17,38,0.447,0.385,37,0,28,0,4,0
MIA,NOP,35,0.398,0.231,46,19,36,0.4,0.3,38,13,2,2,0,1
HOU,SAS,32,0.432,0.467,34,23,36,0.409,0.25,33,10,7,1,3,1
OKC,CHI,37,0.385,0.25,30,20,40,0.435,0.389,37,0,18,0,2,0
SAS,DEN,39,0.481,0.7,31,21,38,0.442,0.278,28,21,2,3,1,1
PHX,PHI,34,0.386,0.37,29,17,38,0.481,0.444,40,4,16,0,2,0
BKN,WAS,43,0.483,0.294,34,24,42,0.5,0.444,32,6,21,0,3,0
ORL,MIA,43,0.544,0.474,25,31,38,0.494,0.5,29,15,7,1,3,0
DET,BOS,35,0.385,0.24,33,16,39,0.464,0.174,36,2,16,2,2,0
POR,CLE,41,0.461,0.409,39,28,28,0.364,0.355,33,34,3,1,1,1
UTA,LAC,36,0.486,0.37,28,18,38,0.481,0.5,27,11,10,1,2,0
MIL,TOR,34,0.42,0.429,29,25,42,0.519,0.448,35,7,21,0,4,0
DAL,CHI,40,0.46,0.485,26,24,42,0.538,0.381,28,9,11,2,0,1
ATL,NYK,47,0.534,0.333,27,33,39,0.481,0.292,30,24,15,2,2,1
CHA,MEM,28,0.406,0.438,36,21,37,0.411,0.368,32,12,6,2,0,1
MIN,IND,35,0.467,0.333,24,22,40,0.5,0.346,29,7,16,0,2,0
NOP,HOU,38,0.507,0.542,32,25,38,0.452,0.455,25,4,12,1,3,1
BOS,NYK,36,0.424,0.4,39,18,33,0.371,0.211,35,15,3,3,1,1
SAC,POR,30,0.395,0.375,36,22,38,0.413,0.303,38,10,8,0,4,0
MEM,LAL,45,0.563,0.375,34,30,32,0.381,0.276,28,25,0,3,1,1
OKC,DEN,48,0.578,0.533,30,27,46,0.489,0.36,20,12,11,4,0,1
GSW,SAC,43,0.483,0.476,46,33,37,0.389,0.419,35,22,11,4,0,1
SAS,MIN,37,0.514,0.294,31,25,39,0.476,0.273,26,9,12,3,0,1
CHI,TOR,40,0.46,0.381,38,23,38,0.432,0.3,35,14,9,4,0,1
PHX,CLE,36,0.456,0.44,30,20,33,0.465,0.415,27,3,11,0,2,0
ORL,NOP,45,0.549,0.412,33,28,37,0.446,0.25,32,18,4,2,0,1
MIA,BKN,36,0.462,0.417,31,20,36,0.439,0.522,34,16,11,3,1,0
UTA,PHI,28,0.333,0.269,38,13,36,0.419,0.238,29,21,4,2,0,1
IND,ATL,38,0.437,0.269,29,9,31,0.419,0.24,36,12,10,2,2,1
DAL,MIL,38,0.452,0.455,28,25,38,0.481,0.286,43,13,0,1,1,1
CHA,LAL,43,0.483,0.24,39,28,35,0.412,0.31,35,11,3,2,0,1
WAS,LAC,34,0.391,0.292,32,19,41,0.526,0.304,34,0,26,0,2,0
NYK,DET,43,0.544,0.5,30,23,37,0.416,0.37,24,18,7,2,1,1
HOU,ATL,39,0.542,0.55,39,23,43,0.434,0.341,28,19,6,0,2,0
DEN,CLE,37,0.416,0.208,40,18,38,0.442,0.182,35,2,15,0,2,0
MEM,MIA,38,0.437,0.267,30,25,35,0.443,0.379,30,9,7,1,1,1
OKC,MIL,43,0.5,0.364,30,21,49,0.49,0.625,29,17,8,2,0,1
SAS,PHX,43,0.566,0.429,40,26,32,0.395,0.278,28,38,2,4,0,1
CHI,IND,37,0.43,0.333,39,15,37,0.381,0.318,30,14,7,3,1,1
BOS,LAL,38,0.432,0.259,36,23,43,0.457,0.474,39,8,14,1,1,0
ORL,BKN,36,0.439,0.346,33,21,35,0.422,0.15,26,7,13,4,0,1
POR,DEN,41,0.471,0.375,35,22,37,0.425,0.444,32,16,4,3,1,1
DAL,GSW,42,0.512,0.519,40,20,33,0.407,0.368,29,30,2,1,3,1
SAC,PHI,36,0.486,0.32,39,23,40,0.426,0.29,37,9,12,1,1,0
MIN,UTA,36,0.468,0.5,34,27,28,0.35,0.256,29,16,1,1,3,1
CHA,LAC,38,0.432,0.3,25,20,37,0.521,0.5,31,0,12,0,2,0
TOR,WAS,28,0.341,0.25,40,14,35,0.402,0.364,36,14,3,4,0,1
HOU,GSW,36,0.462,0.4,29,21,43,0.512,0.478,31,8,12,0,3,0
DET,MIN,41,0.477,0.4,40,24,35,0.407,0.357,30,27,9,2,0,1
UTA,POR,43,0.5,0.455,30,19,35,0.449,0.444,31,29,4,1,3,1
IND,MIL,41,0.5,0.433,28,27,45,0.584,0.429,28,3,17,3,1,0
OKC,PHX,42,0.525,0.333,25,29,43,0.524,0.4,26,9,4,3,0,1
NOP,LAC,36,0.439,0.28,37,21,35,0.389,0.294,34,8,11,1,3,0
LAL,PHI,33,0.379,0.313,37,17,31,0.369,0.167,37,16,5,1,1,1
CHI,NYK,39,0.459,0.625,40,27,31,0.369,0.316,31,27,2,1,3,1
MIA,DAL,46,0.561,0.444,42,24,32,0.364,0.226,27,26,0,2,0,1
WAS,ORL,43,0.467,0.308,34,25,40,0.471,0.25,32,14,7,4,0,1
TOR,CHA,36,0.396,0.455,34,21,34,0.4,0.313,29,10,9,2,1,1
GSW,DEN,43,0.5,0.357,38,34,44,0.419,0.167,28,26,2,3,1,1
SAS,HOU,45,0.523,0.542,31,31,37,0.5,0.409,29,24,9,3,1,1
BOS,BKN,34,0.386,0.219,35,17,38,0.409,0.167,36,4,13,2,2,0
LAC,PHI,49,0.605,0.522,41,28,41,0.461,0.391,24,39,5,2,0,1
CLE,ORL,34,0.415,0.324,41,24,29,0.382,0.24,40,31,0,4,0,1
UTA,MEM,31,0.413,0.333,39,17,33,0.407,0.389,32,10,6,2,1,1
IND,DET,33,0.452,0.389,41,11,33,0.355,0.15,36,12,6,3,1,1
DAL,NOP,36,0.434,0.385,30,20,40,0.482,0.3,44,6,12,2,2,0
SAC,PHX,53,0.609,0.391,36,30,43,0.518,0.345,21,26,4,3,1,1
MIN,MIL,33,0.393,0.214,31,19,32,0.427,0.5,37,17,15,0,2,0
CHA,OKC,29,0.345,0.273,27,18,35,0.443,0.391,43,0,20,0,2,0
LAL,PHX,38,0.452,0.364,45,26,32,0.36,0.222,36,38,0,1,3,1
DEN,POR,34,0.425,0.318,26,20,40,0.513,0.435,34,6,9,1,3,0
TOR,CHI,42,0.457,0.419,24,21,42,0.512,0.429,34,15,7,0,4,0
WAS,MIA,31,0.341,0.133,34,19,39,0.453,0.391,45,2,30,2,2,0
NYK,ATL,44,0.5,0.423,34,27,37,0.44,0.308,24,18,1,2,2,1
PHI,MIN,48,0.552,0.2,25,31,39,0.534,0.4,21,12,7,1,1,1
GSW,CHA,45,0.517,0.441,34,32,38,0.442,0.333,33,22,3,2,0,1
BKN,BOS,32,0.376,0.214,37,16,41,0.446,0.286,36,5,19,2,2,0
CLE,TOR,41,0.554,0.515,29,25,36,0.493,0.421,18,22,2,1,2,1
MIA,IND,34,0.378,0.227,37,14,37,0.394,0.286,41,3,18,2,2,1
DET,ORL,43,0.489,0.467,36,25,36,0.444,0.3,25,32,2,3,0,1
POR,MEM,28,0.389,0.25,35,14,35,0.385,0.2,35,1,20,2,2,0
UTA,HOU,30,0.4,0.414,29,17,33,0.485,0.423,28,15,7,2,2,0
MIL,SAS,37,0.481,0.25,25,23,49,0.544,0.45,31,9,26,0,2,0
OKC,SAC,39,0.438,0.345,28,23,40,0.449,0.412,35,17,13,2,2,0
LAL,GSW,29,0.319,0.238,37,15,40,0.465,0.419,44,0,33,1,3,0
CHI,MIL,46,0.554,0.263,38,27,46,0.451,0.375,26,13,0,3,1,1
DAL,SAC,45,0.459,0.414,42,22,47,0.475,0.375,40,10,7,1,3,1
ATL,NYK,37,0.425,0.385,27,22,40,0.476,0.278,35,1,16,2,2,0
SAS,UTA,52,0.605,0.429,30,34,37,0.468,0.389,24,27,2,4,0,1
PHX,CHA,41,0.488,0.576,37,25,38,0.437,0.393,35,14,5,1,1,1
BKN,TOR,31,0.397,0.313,33,18,35,0.438,0.182,37,5,20,0,4,0
BOS,DET,34,0.374,0.214,26,23,33,0.446,0.37,36,13,6,2,2,0
ORL,IND,32,0.405,0.194,30,17,32,0.421,0.273,33,6,11,1,3,0
MIA,NYK,37,0.451,0.118,23,14,39,0.557,0.375,29,3,15,3,1,0
POR,LAC,38,0.442,0.346,32,21,42,0.506,0.478,32,2,23,1,3,0
MIN,DEN,28,0.384,0.273,32,23,29,0.358,0.4,33,10,5,1,3,0
WAS,CLE,42,0.553,0.583,28,31,48,0.539,0.414,31,7,18,2,2,0
OKC,MEM,38,0.458,0.471,39,20,35,0.389,0.333,30,24,1,2,1,1
NOP,DAL,34,0.37,0.233,36,22,37,0.425,0.25,41,8,14,2,2,0
PHI,ATL,39,0.453,0.278,29,21,49,0.533,0.406,34,6,35,0,3,0
CHI,BOS,39,0.415,0.409,42,23,35,0.357,0.2,36,12,10,1,2,1
HOU,UTA,39,0.52,0.304,30,15,38,0.487,0.25,25,10,7,2,2,1
SAC,LAL,47,0.553,0.286,27,32,41,0.539,0.333,27,27,2,4,0,1
SAS,NYK,41,0.441,0.308,37,23,38,0.418,0.429,34,12,9,2,0,1
LAL,OKC,40,0.476,0.346,24,19,45,0.506,0.294,29,3,11,0,4,0
PHX,MIA,40,0.435,0.25,31,15,36,0.493,0.389,35,6,13,0,2,0
BKN,ORL,29,0.397,0.318,31,17,33,0.398,0.464,36,5,13,0,4,0
POR,GSW,38,0.396,0.364,33,21,46,0.529,0.563,43,0,25,1,3,0
MIL,DAL,37,0.463,0.444,28,24,35,0.417,0.318,26,17,4,1,1,1
MIN,CLE,36,0.456,0.438,26,24,43,0.531,0.481,33,7,29,0,2,0
WAS,TOR,33,0.393,0.32,28,18,34,0.453,0.357,41,10,14,0,4,0
MEM,DEN,30,0.366,0.444,32,14,32,0.368,0.211,40,13,8,3,1,1
NOP,IND,31,0.373,0.31,29,21,36,0.444,0.238,40,14,5,0,2,0
PHI,TOR,39,0.488,0.647,26,26,41,0.547,0.294,31,12,17,0,4,0
LAC,CHA,40,0.44,0.258,34,19,31,0.369,0.304,36,17,3,2,0,1
ORL,WAS,38,0.514,0.357,26,22,42,0.553,0.565,23,2,17,0,4,0
DET,BKN,43,0.467,0.296,36,23,38,0.463,0.556,33,18,4,3,1,1
UTA,MIA,39,0.549,0.45,32,19,34,0.415,0.316,24,15,10,1,1,1
ATL,CHI,49,0.521,0.417,32,33,36,0.434,0.389,34,19,0,4,0,1
SAC,GSW,43,0.467,0.348,27,27,49,0.563,0.514,39,7,16,0,4,0
PHI,CLE,35,0.455,0.333,41,22,35,0.389,0.281,38,3,16,0,4,0
LAL,UTA,29,0.326,0.143,25,15,31,0.449,0.313,39,2,18,1,3,0
NYK,MIL,39,0.464,0.292,31,25,32,0.4,0.231,28,22,8,2,2,1
LAC,NOP,42,0.472,0.333,39,26,40,0.4,0.267,41,12,11,3,1,1
HOU,IND,39,0.438,0.368,39,24,43,0.478,0.29,34,9,13,1,1,1
POR,OKC,42,0.42,0.432,32,27,37,0.487,0.476,34,10,8,2,2,1
DEN,CHA,32,0.416,0.444,36,25,30,0.361,0.333,31,13,8,2,0,1
MIN,DAL,33,0.418,0.25,27,23,36,0.468,0.3,28,8,13,0,4,0
MEM,BOS,31,0.369,0.25,37,12,37,0.42,0.318,28,5,21,1,1,1
GSW,MIA,41,0.477,0.304,40,25,41,0.451,0.368,38,13,7,2,0,1
CHI,WAS,34,0.42,0.409,34,18,48,0.485,0.375,30,2,18,1,2,0
BKN,SAS,33,0.452,0.167,25,15,44,0.537,0.308,30,2,30,0,2,0
LAL,NOP,32,0.368,0.207,36,16,38,0.418,0.261,39,4,10,2,1,1
NYK,BOS,43,0.531,0.35,33,24,42,0.488,0.31,35,14,3,1,3,1
DET,SAS,38,0.418,0.261,30,22,41,0.482,0.357,38,8,19,0,2,0
IND,PHX,41,0.519,0.417,33,25,36,0.404,0.32,29,22,2,2,0,1
MIL,CHI,43,0.462,0.231,26,28,35,0.412,0.414,37,8,11,1,3,1
DAL,CLE,39,0.494,0.393,37,25,40,0.412,0.386,29,16,5,0,2,0
MIN,OKC,36,0.444,0.389,34,22,39,0.464,0.409,33,1,18,1,3,0
MEM,HOU,33,0.458,0.389,18,22,33,0.429,0.514,24,7,18,2,2,0
BKN,NYK,45,0.523,0.529,37,24,41,0.451,0.318,32,11,4,2,2,1
BOS,IND,40,0.444,0.346,35,24,37,0.407,0.167,35,12,8,1,3,1
LAC,MIA,40,0.426,0.44,33,26,31,0.443,0.375,44,20,16,2,0,1
HOU,MIN,37,0.493,0.233,31,19,36,0.462,0.471,29,11,5,3,0,1
POR,UTA,39,0.443,0.423,37,25,31,0.408,0.421,28,20,6,3,1,1
SAC,NOP,41,0.488,0.261,42,21,42,0.42,0.485,32,4,28,0,4,0
DEN,GSW,37,0.425,0.227,36,22,42,0.477,0.385,32,11,6,1,3,1
WAS,MIL,38,0.452,0.444,21,27,38,0.528,0.125,37,19,3,3,1,1
CHA,ATL,36,0.439,0.333,43,26,30,0.37,0.28,31,35,2,1,3,1
OKC,DAL,38,0.463,0.455,41,24,32,0.39,0.194,33,29,3,4,0,1
PHI,CHI,42,0.452,0.444,23,23,41,0.466,0.412,36,24,5,0,4,0
GSW,LAL,43,0.5,0.394,35,26,40,0.444,0.174,31,20,3,3,1,1
SAS,CLE,38,0.458,0.294,34,17,38,0.463,0.385,34,10,15,1,1,1
ORL,TOR,44,0.454,0.391,40,28,37,0.411,0.333,36,4,14,1,2,0
UTA,SAC,35,0.422,0.176,28,12,34,0.459,0.455,40,1,18,1,2,0
MEM,DET,37,0.487,0.563,24,21,37,0.514,0.469,27,13,8,2,0,1
CHI,DAL,31,0.36,0.105,35,16,30,0.39,0.364,36,10,7,0,2,0
BKN,POR,38,0.447,0.421,30,22,47,0.505,0.429,30,8,12,0,2,0
BOS,PHX,42,0.438,0.467,39,30,35,0.393,0.37,36,25,0,2,0,1
HOU,CLE,26,0.351,0.24,30,15,34,0.391,0.229,32,9,21,1,1,0
MIL,ATL,40,0.417,0.3,39,19,43,0.43,0.3,36,7,11,2,1,1
IND,WAS,38,0.475,0.176,29,19,51,0.52,0.44,37,3,20,2,1,0
DEN,MIA,32,0.41,0.333,31,23,40,0.494,0.333,33,18,5,0,2,0
OKC,MIN,47,0.528,0.217,28,31,34,0.4,0.417,29,26,0,3,1,1
NOP,CHA,43,0.494,0.444,30,29,42,0.488,0.4,35,13,7,1,1,1
PHI,POR,42,0.553,0.435,42,27,34,0.391,0.172,29,32,0,1,1,1
LAC,SAC,38,0.396,0.333,32,24,36,0.474,0.52,43,8,9,3,1,0
DET,GSW,47,0.465,0.348,40,22,34,0.362,0.4,33,25,3,1,1,1
UTA,LAL,41,0.494,0.5,40,17,31,0.344,0.391,28,36,3,3,1,1
ATL,BKN,44,0.557,0.276,35,34,34,0.436,0.3,29,33,2,2,1,1
CHA,MIL,33,0.379,0.25,22,27,39,0.542,0.417,40,12,21,3,1,0
WAS,BOS,40,0.449,0.273,28,25,39,0.443,0.31,30,11,5,0,4,0
MEM,NYK,39,0.476,0.5,31,24,35,0.455,0.25,30,15,5,2,0,1
SAS,DAL,42,0.467,0.25,45,22,29,0.358,0.261,40,31,5,4,0,1
LAL,HOU,37,0.451,0.316,33,25,44,0.484,0.286,40,6,23,0,4,0
